Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
49,120,RM,55,11088,Pave,nan,IR3,Low,AllPub,CulDSac,Gtl,Petersonfurt,Feedr,PosN,TwnhsE,SLvl,6,2,2018,1911,Flat,Tar&Grv,BrkFace,MetalSd,Stone,367,Gd,Gd,BrkTil,No,Gd,Gd,Unf,349,ALQ,359,379,2661,GasA,Fa,Y,FuseF,454,145,29,3090,0,1,3,0,1,1,Ex,8,Sal,1,Gd,Attchd,1974,Unf,1,439,Fa,TA,Y,150,71,190,36,149,157,Fa,GdWo,Othr,2015,12,2011,ConLw,AdjLand
50,20,RH,94,13031,Pave,Grvl,IR3,Lvl,AllPub,CulDSac,Gtl,Jessicafurt,Artery,Norm,2FmCon,2Story,4,7,1943,1950,Hip,Metal,VinylSd,HdBoard,Stone,16,Fa,Fa,CBlock,No,Ex,No,GLQ,720,LwQ,1072,164,1021,Wall,Ex,N,FuseF,432,1431,56,2020,1,1,0,1,1,1,Ex,6,Min2,1,Gd,Attchd,1958,Unf,0,243,TA,Ex,N,491,39,462,80,13,420,nan,nan,Gar2,4287,6,2012,COD,Family
51,30,RM,58,18411,Pave,nan,IR2,HLS,AllPub,Corner,Mod,Stevenhaven,Norm,Artery,TwnhsE,1Story,8,3,1900,1997,Mansard,CompShg,VinylSd,CemntBd,None,346,Fa,TA,BrkTil,Ex,TA,No,GLQ,1274,Unf,589,681,805,GasA,Ex,N,FuseP,1135,688,95,1414,1,0,1,1,4,1,Gd,9,Mod,2,Ex,No,1943,Fin,0,834,Gd,Ex,P,38,426,126,65,169,111,nan,nan,Gar2,1122,6,2013,New,Normal
52,160,RL,67,7167,Grvl,Pave,IR1,Low,AllPub,Inside,Mod,North Jeffreymouth,PosN,Norm,TwnhsE,2Story,6,5,1938,1900,Flat,Metal,CemntBd,BrkFace,Stone,75,TA,Fa,Slab,TA,TA,Mn,LwQ,387,Unf,819,276,1889,GasA,TA,N,FuseA,1592,549,22,3904,1,1,2,1,4,1,Ex,11,Min1,1,Gd,Detchd,1943,Unf,2,361,No,TA,P,275,415,173,5,100,53,Fa,MnWw,Gar2,901,7,2009,WD,Partial
53,30,RM,91,8838,Pave,Pave,Reg,HLS,AllPub,CulDSac,Mod,Joneshaven,PosN,Artery,Twnhs,1.5Fin,9,9,1930,1968,Flat,Metal,HdBoard,HdBoard,None,94,Ex,TA,Slab,No,No,No,No,47,No,787,1100,2774,GasA,TA,N,FuseP,1941,483,21,904,2,0,2,1,4,1,Fa,11,Mod,1,No,Attchd,1929,RFn,3,877,Ex,Fa,P,73,213,438,94,88,54,Fa,GdPrv,Othr,346,11,2017,COD,Normal
54,40,RL,52,7809,Grvl,Grvl,Reg,HLS,AllPub,CulDSac,Mod,South Michelle,Artery,Norm,Duplex,1Story,2,7,1973,1982,Gable,Metal,VinylSd,HdBoard,BrkFace,75,Gd,Fa,CBlock,Ex,Ex,Gd,ALQ,530,LwQ,195,1117,2764,Wall,Ex,N,FuseP,1981,1369,27,3073,0,1,3,1,4,1,TA,3,Sal,1,TA,2Types,1918,Fin,3,371,TA,Fa,P,77,351,317,20,103,435,Fa,MnPrv,Othr,1809,12,2011,WD,AdjLand
55,60,FV,79,12717,Grvl,nan,Reg,Lvl,AllPub,Corner,Sev,Lake Kellyport,Artery,Norm,TwnhsE,1.5Fin,3,7,1994,1922,Flat,Metal,CemntBd,CemntBd,Stone,484,Gd,TA,CBlock,Ex,Ex,Gd,GLQ,1492,GLQ,1474,1105,479,GasW,TA,Y,FuseA,1130,78,159,3522,0,1,3,0,2,1,Ex,11,Min2,0,Gd,CarPort,1980,Fin,0,219,Fa,Gd,N,55,245,351,83,23,650,Ex,MnWw,Gar2,1594,12,2011,New,Normal
56,160,RL,31,10889,Grvl,nan,IR3,Bnk,AllPub,Corner,Mod,Dennishaven,Artery,Artery,1Fam,2Story,6,8,1963,1968,Flat,Metal,VinylSd,HdBoard,CBlock,147,TA,Ex,CBlock,Fa,Ex,Av,GLQ,1462,Unf,1105,289,2571,GasW,Fa,N,SBrkr,461,895,189,1245,0,1,1,1,1,1,Fa,8,Sev,2,Ex,No,1975,Fin,3,256,Ex,No,N,270,44,203,23,160,784,Fa,GdPrv,nan,1240,1,2018,WD,Alloca
57,40,RL,91,17793,Pave,Pave,IR1,HLS,AllPub,CulDSac,Mod,Melissafurt,Feedr,Feedr,Twnhs,2Story,2,7,2021,2005,Hip,Tar&Grv,BrkFace,MetalSd,None,35,TA,TA,Slab,Gd,Fa,Av,Rec,1215,No,506,1498,565,GasW,TA,N,FuseA,1347,1465,189,2817,2,1,2,1,3,1,Ex,5,Min2,1,Ex,Attchd,1988,Unf,3,231,No,Fa,Y,36,409,317,79,50,113,TA,GdWo,Othr,1995,10,2015,ConLw,Family
58,120,RH,58,13796,Grvl,nan,IR2,HLS,AllPub,Inside,Sev,Michaelshire,PosN,Artery,Duplex,2Story,1,1,2013,1990,Gable,Tar&Grv,HdBoard,HdBoard,CBlock,313,Gd,Gd,Slab,Fa,No,No,ALQ,708,GLQ,1099,1149,2429,GasW,Gd,Y,FuseP,800,364,9,3395,0,0,1,1,1,1,Ex,7,Maj2,1,Gd,CarPort,2000,RFn,3,217,Ex,Gd,N,472,242,68,165,89,755,nan,nan,Shed,2370,3,2015,COD,Family
59,120,FV,54,17008,Pave,Pave,IR3,Low,AllPub,CulDSac,Mod,Lake Grace,PosN,PosN,Twnhs,2Story,3,4,1994,2021,Mansard,Tar&Grv,CemntBd,CemntBd,BrkFace,311,Gd,Gd,BrkTil,Ex,No,No,No,27,BLQ,625,235,1172,GasW,TA,Y,FuseA,1827,29,64,643,2,0,3,0,2,1,Fa,8,Mod,2,TA,Basment,1911,Unf,3,385,Ex,Ex,N,274,311,210,173,99,237,nan,MnWw,nan,3229,1,2010,ConLw,Partial
60,160,FV,55,11284,Pave,nan,IR2,Lvl,AllPub,Corner,Sev,Morrisbury,PosN,Artery,Twnhs,1Story,4,1,1904,1942,Gable,Metal,MetalSd,BrkFace,None,314,Fa,Gd,CBlock,TA,Fa,Av,BLQ,1021,Unf,7,1079,5,GasW,Fa,N,SBrkr,1288,90,104,538,1,1,2,1,2,1,TA,4,Min1,2,Ex,No,1962,Fin,3,889,Ex,Ex,P,299,269,203,191,117,574,Ex,MnPrv,Othr,2582,8,2006,WD,Alloca
61,160,RL,22,12238,Grvl,nan,IR1,Lvl,AllPub,Corner,Sev,West Elizabethbury,Feedr,PosN,2FmCon,1Story,2,6,1947,1941,Gable,Tar&Grv,BrkFace,BrkFace,Stone,240,Ex,TA,PConc,Fa,TA,No,GLQ,1361,LwQ,806,1242,1651,Grav,Fa,N,FuseF,1834,710,17,1652,1,1,1,1,4,1,Fa,4,Sev,0,Gd,BuiltIn,1980,Unf,3,365,Fa,Gd,P,487,352,310,185,52,663,nan,GdWo,Gar2,2467,8,2019,Con,Family
62,30,FV,93,8410,Grvl,Pave,IR1,Lvl,AllPub,Corner,Mod,Port Mariamouth,Norm,Norm,Duplex,1.5Fin,8,5,1940,1960,Hip,Tar&Grv,HdBoard,VinylSd,BrkFace,154,Gd,Fa,Slab,TA,TA,Av,No,609,BLQ,1008,660,266,Grav,Ex,N,SBrkr,1775,869,109,3199,2,1,0,1,4,1,Ex,10,Sev,1,Ex,Detchd,1944,RFn,3,280,No,Gd,N,490,54,45,19,165,65,TA,GdWo,Gar2,130,8,2012,ConLw,Abnorml
63,60,RM,75,14683,Pave,Grvl,Reg,HLS,AllPub,CulDSac,Mod,Donaldville,Feedr,Norm,Twnhs,1.5Fin,7,1,1954,1952,Gable,Tar&Grv,MetalSd,BrkFace,None,469,TA,TA,PConc,Fa,Fa,Gd,LwQ,218,BLQ,1314,415,1859,Grav,TA,Y,FuseA,1842,346,50,2097,1,0,0,0,2,1,Ex,6,Min2,0,Gd,CarPort,1975,RFn,3,330,Ex,TA,Y,281,375,285,123,33,560,Ex,GdWo,nan,3994,5,2011,New,Abnorml
64,40,FV,84,5508,Grvl,Grvl,Reg,Low,AllPub,Inside,Gtl,Taylortown,Norm,PosN,Duplex,1Story,9,9,1960,1937,Flat,Tar&Grv,VinylSd,VinylSd,BrkFace,112,Fa,Ex,BrkTil,TA,No,No,Rec,1296,LwQ,0,583,1012,Grav,Fa,N,SBrkr,1758,1279,51,3527,0,1,1,0,2,1,Ex,9,Min2,0,Fa,BuiltIn,1979,RFn,3,504,Fa,TA,P,108,90,169,38,87,536,nan,nan,Othr,4477,5,2018,WD,Family
65,40,RM,97,14219,Grvl,nan,IR2,Low,AllPub,Inside,Sev,New Travisberg,Feedr,Norm,Twnhs,1Story,5,1,1991,2013,Mansard,Tar&Grv,BrkFace,HdBoard,CBlock,448,TA,Ex,CBlock,Ex,Fa,Mn,Rec,168,No,1429,808,2288,Grav,Ex,N,SBrkr,1072,1424,35,755,1,0,0,0,1,1,Fa,5,Min2,0,TA,No,1996,RFn,1,381,No,No,N,146,35,288,56,152,443,TA,GdPrv,Gar2,1780,1,2017,COD,Alloca
66,20,FV,95,15972,Grvl,nan,IR1,Lvl,AllPub,Inside,Sev,East Alexander,Artery,Norm,2FmCon,2Story,2,6,1954,1953,Hip,Tar&Grv,VinylSd,MetalSd,CBlock,467,Ex,Fa,Slab,TA,TA,Mn,GLQ,1146,Unf,109,122,1422,GasA,Fa,Y,FuseF,1057,607,73,1700,2,0,1,0,4,1,TA,9,Min1,0,Fa,Attchd,1941,RFn,0,530,No,Ex,P,350,475,24,7,65,394,Gd,GdPrv,Othr,2114,1,2017,Con,Family
67,30,RH,82,7442,Grvl,Pave,IR3,Low,AllPub,Inside,Gtl,Kristenshire,PosN,Artery,TwnhsE,1Story,2,1,1906,2001,Flat,Tar&Grv,BrkFace,MetalSd,Stone,70,TA,Gd,PConc,No,Fa,Gd,LwQ,837,Rec,1126,238,2559,GasA,Gd,Y,FuseP,1125,228,134,3359,1,0,1,1,4,1,TA,3,Min1,0,No,No,1959,RFn,2,823,TA,No,N,16,183,107,81,156,713,Ex,GdPrv,Othr,2076,8,2013,WD,AdjLand
68,30,RL,45,7964,Pave,Pave,IR1,HLS,AllPub,Inside,Sev,South Donaldburgh,Feedr,Artery,2FmCon,SLvl,3,4,1904,1947,Flat,Tar&Grv,CemntBd,VinylSd,Stone,61,Gd,TA,PConc,Ex,TA,Gd,BLQ,1084,GLQ,219,144,2565,Grav,Ex,N,FuseP,1511,834,169,2893,2,0,0,0,2,1,Fa,10,Min2,2,Gd,2Types,1964,RFn,3,414,Gd,Fa,N,482,152,310,188,128,510,Fa,nan,Shed,2883,12,2014,New,Normal
69,20,RL,80,15123,Grvl,nan,Reg,Low,AllPub,CulDSac,Mod,South Ryanchester,PosN,Feedr,TwnhsE,1Story,7,6,2004,1979,Flat,CompShg,BrkFace,HdBoard,Stone,19,TA,TA,CBlock,Fa,Gd,No,ALQ,1029,GLQ,1387,211,2163,Wall,Fa,N,FuseF,1230,19,56,2341,0,1,3,1,1,1,Ex,5,Min2,1,Fa,Detchd,1926,RFn,2,636,TA,Fa,P,266,254,245,188,61,28,Fa,GdPrv,Othr,4944,6,2014,ConLw,Normal
70,120,RL,75,7201,Pave,Pave,IR2,Low,AllPub,CulDSac,Gtl,Port Benjamin,Artery,Artery,1Fam,1Story,1,3,1900,1910,Hip,Tar&Grv,HdBoard,VinylSd,CBlock,48,Gd,Gd,Slab,Ex,Ex,Av,GLQ,1417,ALQ,1493,124,326,Grav,Ex,N,FuseF,463,58,155,2413,2,0,1,0,2,1,Ex,8,Typ,0,Fa,Detchd,1926,Unf,2,271,Gd,Fa,Y,133,208,274,149,94,387,TA,nan,Othr,376,6,2006,New,Family
71,40,FV,72,14877,Grvl,Pave,IR2,Lvl,AllPub,CulDSac,Sev,South Tara,Artery,PosN,Duplex,1Story,7,4,1957,1948,Hip,CompShg,VinylSd,CemntBd,BrkFace,352,Gd,Fa,BrkTil,Ex,TA,Mn,Rec,531,LwQ,500,1276,2801,Grav,TA,N,FuseP,923,838,105,882,2,0,0,0,3,1,TA,7,Mod,0,No,BuiltIn,1960,Fin,3,504,Gd,Fa,Y,493,78,376,109,176,22,Fa,GdWo,Gar2,1475,10,2010,WD,Abnorml
72,30,RL,76,8892,Pave,nan,IR3,Low,AllPub,CulDSac,Gtl,South Nicholasborough,Artery,Feedr,1Fam,2Story,1,3,2005,1984,Hip,CompShg,VinylSd,CemntBd,BrkFace,272,Gd,TA,PConc,Gd,Fa,Gd,BLQ,355,Rec,332,788,185,GasA,Ex,Y,FuseF,1689,602,37,2954,2,1,2,0,4,1,Fa,5,Sal,1,Ex,No,1906,RFn,1,785,No,Fa,N,71,72,133,2,132,292,TA,GdWo,Shed,1028,6,2014,WD,Normal
73,40,RL,28,14189,Grvl,nan,IR2,Bnk,AllPub,CulDSac,Sev,New Katie,Artery,Feedr,Twnhs,SLvl,8,7,1957,1900,Mansard,Metal,CemntBd,VinylSd,None,306,TA,Gd,BrkTil,Fa,TA,Gd,ALQ,428,BLQ,1280,264,133,GasA,TA,Y,FuseA,1091,809,17,796,2,0,2,1,2,1,Fa,5,Sev,1,No,BuiltIn,2001,RFn,1,339,TA,Fa,P,49,19,284,170,100,69,TA,GdPrv,Gar2,3429,7,2015,COD,Alloca
74,60,RH,38,7775,Grvl,Grvl,IR2,HLS,AllPub,Corner,Gtl,North Krystal,Norm,Artery,2FmCon,1.5Fin,6,7,1962,1913,Mansard,Tar&Grv,CemntBd,CemntBd,BrkFace,486,Fa,Fa,BrkTil,TA,Fa,Gd,Unf,1053,Unf,239,689,2271,GasA,Gd,N,SBrkr,1762,990,103,2587,2,0,3,0,2,1,Ex,3,Sal,2,Gd,Attchd,1909,Fin,0,725,TA,Gd,P,316,56,421,189,141,410,Fa,MnWw,Shed,1601,10,2020,ConLw,Family
75,20,RM,87,17389,Pave,nan,IR2,Bnk,AllPub,Inside,Sev,South Sarahmouth,Norm,PosN,1Fam,2Story,2,9,1978,1934,Gable,Metal,VinylSd,MetalSd,CBlock,187,TA,Fa,BrkTil,Fa,Fa,Gd,GLQ,1469,Unf,1356,1141,1395,GasA,TA,N,SBrkr,1152,1159,153,932,1,0,2,0,3,1,Fa,9,Min1,1,Fa,Detchd,2016,Unf,2,875,Gd,Gd,P,347,32,280,188,144,599,nan,MnWw,nan,2495,9,2015,Con,Partial
76,20,RL,96,16764,Grvl,Pave,Reg,Low,AllPub,Corner,Sev,New Sharonside,Feedr,Norm,Twnhs,SLvl,7,8,1985,1916,Hip,CompShg,MetalSd,MetalSd,None,436,Gd,TA,PConc,No,Ex,No,Rec,30,Unf,416,1283,34,Wall,Fa,Y,FuseA,1543,795,3,2373,2,1,1,1,2,1,Fa,9,Maj1,2,TA,2Types,1908,Fin,3,642,TA,Gd,N,191,64,128,1,75,119,Fa,GdWo,Shed,2271,12,2013,Con,Alloca
77,120,FV,63,11144,Pave,nan,IR3,Lvl,AllPub,Inside,Sev,Lake Rachelstad,Feedr,Artery,1Fam,1.5Fin,9,5,1926,1943,Hip,Metal,CemntBd,MetalSd,None,280,TA,Fa,Slab,TA,Fa,No,GLQ,394,GLQ,1302,433,1303,Wall,Gd,Y,SBrkr,754,928,184,2073,1,1,0,1,2,1,TA,5,Maj2,2,Gd,BuiltIn,1963,Fin,2,886,Fa,Fa,Y,455,287,278,61,137,291,Gd,MnPrv,Shed,4172,5,2020,COD,Normal
78,120,RH,23,9486,Pave,Pave,IR2,Lvl,AllPub,Corner,Mod,Candiceburgh,Norm,Norm,TwnhsE,SLvl,3,7,2003,1903,Hip,CompShg,CemntBd,MetalSd,Stone,36,Fa,TA,BrkTil,Gd,Ex,Av,Unf,633,ALQ,86,237,2820,Grav,Gd,N,FuseP,1766,882,68,2125,2,1,1,0,3,1,Gd,5,Min1,2,Gd,No,1996,RFn,1,77,Fa,Gd,N,452,495,377,133,82,522,nan,MnWw,nan,3770,4,2017,COD,Alloca
79,160,RL,34,9464,Grvl,nan,IR2,Low,AllPub,CulDSac,Gtl,West Antonio,Norm,PosN,1Fam,1Story,8,2,2018,1936,Gable,Metal,HdBoard,HdBoard,BrkFace,132,Gd,TA,PConc,Fa,Gd,No,Rec,13,ALQ,111,1215,1995,Wall,Gd,Y,FuseP,1702,924,7,672,0,0,0,0,2,1,Ex,3,Sev,1,Ex,Detchd,1908,Fin,3,879,Fa,Fa,P,122,1,240,31,1,573,nan,GdPrv,Othr,3072,7,2010,COD,Family
80,30,FV,34,11912,Pave,nan,IR3,Lvl,AllPub,CulDSac,Sev,New Jonathan,Norm,Artery,1Fam,2Story,3,7,1965,1950,Mansard,CompShg,VinylSd,VinylSd,None,327,TA,TA,BrkTil,Gd,Gd,No,GLQ,1351,ALQ,527,985,217,Grav,Gd,N,FuseF,837,448,80,2012,0,1,0,1,4,1,TA,11,Mod,2,No,Detchd,1904,Fin,3,477,No,Fa,Y,207,388,221,143,164,481,Fa,GdWo,Gar2,95,8,2009,ConLw,AdjLand
81,20,RL,78,15827,Grvl,Grvl,Reg,HLS,AllPub,Corner,Sev,Lake Shannonmouth,PosN,PosN,1Fam,SLvl,6,7,1946,1937,Gable,Tar&Grv,VinylSd,HdBoard,Stone,434,TA,Fa,BrkTil,Gd,TA,Av,BLQ,237,Unf,560,218,1770,GasA,Ex,Y,FuseF,1821,1206,192,751,2,1,1,1,4,1,Ex,7,Sev,0,Ex,Attchd,1999,RFn,2,428,Fa,No,N,136,296,55,2,0,797,nan,nan,Othr,1925,3,2009,New,Family
82,30,RH,66,19419,Grvl,nan,IR2,Bnk,AllPub,Corner,Gtl,Kochmouth,Feedr,PosN,1Fam,1.5Fin,5,3,2004,1979,Gable,Metal,HdBoard,MetalSd,BrkFace,471,Ex,Gd,BrkTil,No,Gd,Gd,No,473,ALQ,638,105,2267,GasA,Fa,Y,FuseP,1238,385,85,1802,0,1,3,0,3,1,Gd,6,Min2,0,Ex,BuiltIn,1937,Fin,2,143,No,No,N,239,433,304,98,8,127,Gd,nan,nan,4470,11,2016,Con,Normal
83,120,RH,93,16947,Pave,Pave,IR3,Bnk,AllPub,Corner,Gtl,Port Emily,Artery,Artery,2FmCon,2Story,9,7,1905,1971,Hip,CompShg,HdBoard,CemntBd,BrkFace,458,Fa,Fa,CBlock,Gd,Ex,Gd,BLQ,1222,BLQ,957,326,121,Grav,Gd,Y,FuseF,1121,480,55,2723,1,0,3,1,1,1,TA,10,Typ,0,Fa,BuiltIn,1981,RFn,3,151,TA,No,Y,117,380,439,123,36,673,Ex,GdPrv,nan,4423,10,2020,New,Partial
84,60,RL,54,15050,Pave,nan,IR1,Bnk,AllPub,Corner,Gtl,East David,Feedr,Feedr,TwnhsE,SLvl,2,5,1974,1937,Flat,CompShg,VinylSd,HdBoard,Stone,452,Fa,Ex,BrkTil,Ex,No,Gd,LwQ,203,LwQ,343,995,1329,Wall,Ex,N,FuseP,1813,699,172,2438,0,0,2,1,1,1,TA,3,Sev,1,No,Attchd,2007,RFn,2,732,Gd,Fa,N,175,310,174,94,130,209,nan,nan,Othr,2104,8,2014,Con,Normal
85,20,FV,89,19652,Grvl,Pave,IR1,Low,AllPub,Corner,Sev,South Danamouth,PosN,Norm,TwnhsE,1.5Fin,6,9,1958,1970,Hip,CompShg,MetalSd,MetalSd,Stone,268,Fa,Ex,PConc,TA,TA,No,ALQ,137,ALQ,715,71,1780,GasA,TA,N,FuseA,722,915,197,1438,2,0,0,1,2,1,Gd,7,Min2,0,No,CarPort,1907,RFn,1,323,Gd,Fa,N,159,185,122,29,103,130,Fa,MnWw,Othr,1149,6,2011,COD,Abnorml
86,120,RH,33,7630,Pave,nan,IR3,Bnk,AllPub,Corner,Mod,Carrchester,Artery,PosN,Duplex,SLvl,2,7,1965,1979,Flat,CompShg,CemntBd,VinylSd,Stone,492,TA,TA,Slab,TA,TA,Gd,LwQ,296,Unf,530,1332,709,Grav,Fa,N,FuseA,488,583,141,2165,2,0,3,1,3,1,TA,8,Maj1,0,No,No,1928,Unf,1,284,Ex,TA,Y,388,239,390,70,90,276,TA,MnPrv,Gar2,3494,8,2020,WD,Normal
87,40,RL,57,17208,Grvl,Pave,Reg,Bnk,AllPub,CulDSac,Mod,East Matthewland,Artery,Artery,2FmCon,1Story,9,5,2009,1901,Flat,CompShg,VinylSd,BrkFace,CBlock,399,Ex,Gd,PConc,TA,Gd,Gd,Rec,522,No,1284,1193,611,GasW,Gd,Y,FuseP,1207,1193,167,3014,2,0,2,1,4,1,Gd,3,Maj2,2,Ex,2Types,1950,Fin,1,968,No,Ex,P,257,322,425,192,197,183,Fa,nan,Gar2,644,8,2013,New,Partial
88,30,FV,92,7706,Grvl,Pave,IR1,HLS,AllPub,CulDSac,Mod,Adamberg,Norm,Feedr,2FmCon,SLvl,3,4,1965,1902,Gable,CompShg,VinylSd,VinylSd,None,121,TA,Gd,BrkTil,Gd,No,No,No,643,GLQ,1429,1389,322,GasA,TA,N,FuseA,1381,1123,83,1125,0,1,3,1,1,1,Gd,7,Min2,2,Fa,Detchd,1929,RFn,2,744,Ex,Ex,N,300,159,141,18,83,385,nan,nan,Gar2,1638,7,2014,New,Partial
89,160,RM,69,10880,Grvl,Grvl,Reg,Lvl,AllPub,Corner,Mod,Lake Eric,Artery,Norm,Twnhs,SLvl,9,1,1959,1986,Flat,CompShg,MetalSd,VinylSd,BrkFace,20,Gd,TA,CBlock,TA,Gd,No,ALQ,1199,GLQ,1494,725,2865,Grav,Fa,Y,SBrkr,1657,991,44,3175,0,0,2,0,4,1,Gd,11,Min1,1,TA,2Types,1963,RFn,1,450,Fa,Gd,P,17,443,34,52,199,435,nan,GdWo,nan,3538,2,2012,New,Family
90,120,RM,82,10107,Grvl,Pave,IR3,HLS,AllPub,CulDSac,Mod,Port John,Feedr,Norm,1Fam,1Story,2,3,1942,1960,Gable,CompShg,BrkFace,VinylSd,Stone,76,Gd,TA,CBlock,No,Gd,No,Unf,1476,Unf,148,1313,2257,GasW,Ex,Y,FuseP,485,1399,65,3374,1,1,2,1,2,1,TA,11,Maj1,0,TA,2Types,1970,Unf,2,979,Gd,Fa,N,172,154,159,28,161,333,Ex,MnPrv,nan,638,2,2018,ConLw,Partial
91,120,RH,45,15500,Pave,Pave,IR1,Lvl,AllPub,CulDSac,Mod,Lake Peterchester,PosN,PosN,2FmCon,1Story,9,1,1980,2017,Mansard,Tar&Grv,VinylSd,BrkFace,None,428,Fa,Gd,BrkTil,Gd,Ex,No,ALQ,788,GLQ,1201,1286,899,GasA,Ex,N,FuseA,1777,1281,190,3856,0,0,1,1,2,1,Ex,11,Maj2,1,Gd,Detchd,1998,Unf,1,138,Ex,TA,P,121,233,342,85,36,358,Gd,MnWw,Othr,2475,9,2009,ConLw,AdjLand
92,60,RM,50,5355,Pave,Grvl,IR2,Lvl,AllPub,Inside,Sev,Gregoryville,PosN,Norm,1Fam,2Story,1,9,1922,2007,Mansard,Metal,HdBoard,VinylSd,Stone,164,Gd,TA,BrkTil,TA,No,No,BLQ,502,Unf,908,903,2681,Wall,Gd,Y,SBrkr,556,1007,145,1153,0,0,3,0,2,1,Gd,5,Min2,0,Gd,No,2015,RFn,0,892,TA,Ex,P,151,152,270,129,30,342,Gd,GdWo,Gar2,4638,9,2010,COD,Normal
93,20,RH,52,16085,Grvl,Grvl,IR2,HLS,AllPub,Corner,Sev,Pamelaland,Feedr,Feedr,Twnhs,SLvl,1,5,1946,1973,Flat,Tar&Grv,MetalSd,CemntBd,BrkFace,161,Gd,TA,BrkTil,Ex,No,Mn,Unf,981,BLQ,189,102,907,GasA,Ex,Y,FuseP,1261,1133,66,728,2,1,3,1,4,1,TA,8,Min2,0,Fa,2Types,2002,RFn,2,547,No,Fa,N,259,298,234,175,34,686,Fa,GdPrv,Shed,4229,12,2008,New,Abnorml
94,40,RH,58,17148,Grvl,Grvl,IR3,Lvl,AllPub,CulDSac,Sev,Youngfort,PosN,Artery,Duplex,2Story,2,3,1927,1923,Gable,CompShg,HdBoard,VinylSd,BrkFace,154,TA,Gd,BrkTil,Gd,No,Mn,No,665,Unf,1271,965,2811,Grav,Fa,N,FuseP,1304,156,196,2589,0,0,0,0,2,1,TA,8,Min2,0,Fa,Detchd,1940,Unf,1,978,No,Gd,Y,203,236,425,48,146,128,Gd,MnWw,Shed,3738,11,2009,WD,AdjLand
95,160,RL,97,14066,Pave,Pave,Reg,Lvl,AllPub,CulDSac,Sev,Davisfurt,Norm,PosN,Duplex,SLvl,9,2,2016,1902,Gable,CompShg,BrkFace,BrkFace,CBlock,367,Gd,Gd,Slab,Ex,Ex,Mn,Rec,1053,Rec,1259,217,1589,GasW,TA,Y,FuseP,420,19,26,669,0,0,0,0,3,1,TA,11,Maj1,1,No,Attchd,1977,RFn,1,706,Gd,Ex,N,282,303,417,66,193,764,nan,MnWw,nan,2218,9,2017,WD,AdjLand
96,60,RM,91,15640,Pave,Grvl,Reg,Bnk,AllPub,Corner,Sev,Woodsport,Feedr,Feedr,2FmCon,2Story,7,9,1982,1991,Flat,Tar&Grv,MetalSd,CemntBd,CBlock,223,TA,Ex,Slab,Ex,Gd,Gd,Rec,1228,No,979,724,1014,GasW,Gd,Y,SBrkr,534,571,138,3529,2,0,3,0,4,1,Fa,5,Typ,1,Fa,2Types,1973,Unf,2,636,No,No,P,102,475,393,177,184,366,Fa,nan,Gar2,2727,11,2006,New,Partial
97,40,RL,21,17360,Pave,Grvl,Reg,Lvl,AllPub,Corner,Mod,Jonesmouth,Artery,PosN,1Fam,2Story,9,3,1966,1943,Hip,CompShg,BrkFace,MetalSd,Stone,200,Ex,Gd,Slab,TA,Fa,No,GLQ,115,GLQ,141,1041,54,Wall,Ex,N,FuseP,1557,1246,152,2350,0,1,0,0,1,1,TA,9,Sev,2,TA,Basment,1943,Fin,0,471,Fa,TA,P,467,200,334,193,154,260,TA,MnPrv,Shed,1171,6,2008,New,Abnorml
98,30,RL,97,10072,Pave,Pave,Reg,Bnk,AllPub,Inside,Sev,West Michael,Artery,Feedr,1Fam,1.5Fin,2,4,1948,1955,Gable,Metal,BrkFace,CemntBd,Stone,84,TA,Gd,BrkTil,Ex,Ex,Av,Unf,1165,BLQ,991,840,565,Grav,Fa,Y,FuseF,455,299,119,1347,2,1,3,1,1,1,Gd,10,Sal,2,Ex,Basment,1935,RFn,3,484,Fa,No,P,319,347,131,43,194,211,Gd,MnWw,Othr,4610,4,2009,WD,Abnorml
